序号,一级分类,二级分类,产品名称,规格名称,计量单位
1,新鲜蔬果,叶菜类,大青菜,斤,斤
2,厨房用品,洗涤用品,一次性中高厨师帽,50个/包,包
3,水产冻货,冻鸡鸭,冻鸡翅根约10kg（中）,约150个/大/件,件
4,水产冻货,冻鸡鸭,冻鸡翅根约10kg（中）,约180个/中/件,件
5,水产冻货,冻鸡鸭,冻鸡翅根约10kg（中）,约18个/中/包,包
6,厨房用品,洗涤用品,一次性发网帽子,70/包,包
7,厨房用品,日用品,散装餐巾纸,14斤/包,包
8,厨房用品,洗涤用品,扫把,把,把
9,调料干货,调味酱,郫县豆瓣酱,约6kg/件,件
10,厨房用品,洗涤用品,一次性口罩,50个/包,包
11,厨房用品,厨用刀具,竹筷子,50双/包,包
12,水产冻货,冻海鲜水产,黑鱼片,2.5kg*4/件,件
13,水产冻货,冻海鲜水产,黑鱼片,2.5kg/包,包
14,水产冻货,半成品,过油猪大排,1.6kg*4/件（约80片）,件
15,水产冻货,半成品,过油猪大排,1.6kg/包（约20片）,包
16,厨房用品,厨用刀具,两头刨皮刀,把,把
17,厨房用品,洗涤用品,平拖把（60cm）,把,把
18,调料干货,干货,香辣酥,400g/包,包
19,厨房用品,洗涤用品,百洁布,6m/卷,卷
20,调料干货,调味粉,天目湖鸡精,2kg/袋,袋
21,调料干货,干货,干面藕面筋,约9斤/包,包
22,调料干货,香辛料,红曲米,斤,斤
23,调料干货,粉面类,正亮红薯粉条,5kg/包,包
24,调料干货,粉面类,正亮红薯粉条,斤,斤
25,调料干货,调味酱,腐乳,红5斤/桶,桶
26,调料干货,调味酱,腐乳,黄5斤/桶,桶
27,调料干货,调味汁,天目湖黄酒,335ml*40/件,件
28,调料干货,调味汁,天目湖黄酒,335ml/包,包
29,水产冻货,半成品,安井玉米肠,1.5kg*8/件,件
30,水产冻货,半成品,安井玉米肠,1.5kg/包,包
31,厨房用品,洗涤用品,地刷,把,把
32,水产冻货,半成品,安井猪肉荠菜馄饨,16包/箱,箱
33,水产冻货,半成品,安井猪肉荠菜馄饨,500g/包,包
34,调料干货,香辛料,陈皮,斤,斤
35,调料干货,调味酱,芝麻酱（6斤）,桶,桶
36,水产冻货,半成品,安井夹心仿蟹排,2.5kg*4包/箱,箱
37,水产冻货,半成品,安井夹心仿蟹排,包,包
38,厨房用品,厨用刀具,一次性筷子（优）,约50双*20/件,件
39,厨房用品,厨用刀具,一次性筷子（优）,约50双/包,包
40,厨房用品,洗涤用品,百洁布,包,包
41,水产冻货,半成品,安井撒尿牛丸,4包/箱,箱
42,水产冻货,半成品,安井撒尿牛丸,2.5kg/包,包
43,厨房用品,厨用刀具,短点火枪,把,把
44,调料干货,干货,云丝,约4kg/箱,箱
45,调料干货,干货,云丝,约8kg/箱,箱
46,米油杂粮,米类,常州香米,25kg/包,包
47,调料干货,调味汁,四川红油,2.5L/桶,桶
48,水产冻货,半成品,安井开花肠,1.5kg*4/件,件
49,水产冻货,半成品,安井开花肠,1.5kg/包,包
50,调料干货,调味粉,味好美胡椒粉,500g/袋,袋
51,调料干货,粉面类,干面条(细）,800g*15/包,包
52,调料干货,粉面类,干面条(细）,800g/卷,卷
53,厨房用品,日用品,打包袋,25（普通） 600个/捆,捆
54,厨房用品,日用品,打包袋,3698（普通） 400个/捆,捆
55,厨房用品,日用品,打包袋,38（普通） 600个/捆,捆
56,厨房用品,日用品,打包袋,48（普通） 400个/捆,捆
57,厨房用品,日用品,打包袋,58（普通）400个/捆,捆
58,调料干货,香辛料,小茴香,斤,斤
59,豆品蛋类,蛋类,咸鸭蛋,60g*100个/件,件
60,豆品蛋类,蛋类,咸鸭蛋,60g/个,个
61,厨房用品,厨用刀具,一次性饭盒,800个/箱,箱
62,厨房用品,洗涤用品,垃圾桶,个,个
63,调料干货,调味粉,炸鸡裹粉,5kg/袋,袋
64,调料干货,调味粉,太太乐鸡精,1.2kg*8包/件,件
65,调料干货,调味粉,太太乐鸡精,1.2kg/包,包
66,米油杂粮,米类,香香米,25kg/包,包
67,豆品蛋类,包点,手工水饺,2.5kg*4包/件,件
68,豆品蛋类,包点,手工水饺,2.5kg/包,包
69,调料干货,调味粉,排骨汤料,227克*40包/箱,箱
70,水产冻货,半成品,安井千页豆腐,2.5kg*4/件,件
71,水产冻货,半成品,安井千页豆腐,2.5kg/包,包
72,水产冻货,半成品,咸蛋黄,12粒/包,包
73,米油杂粮,面粉类,五得利910小麦粉,50斤/包,包
74,肉类,冷鲜猪肉,【冷鲜】去脊背五花肉,肉片/斤,斤
75,肉类,冷鲜猪肉,【冷鲜】去脊背五花肉,斤,斤
76,水产冻货,半成品,安井包心鱼丸,2.5kg*4/件,件
77,水产冻货,半成品,安井包心鱼丸,2.5kg/包,包
78,水产冻货,半成品,安井鱼豆腐,2.5kg*4包/件,件
79,水产冻货,半成品,安井鱼豆腐,2.5kg/包,包
80,水产冻货,半成品,安井包心贡丸,2.5kg*4/件,件
81,水产冻货,半成品,安井包心贡丸,2.5kg/包,包
82,调料干货,干货,优质银耳,斤,斤
83,调料干货,调味酱,番茄酱,850g*12瓶/箱,箱
84,调料干货,调味酱,番茄酱,850g/瓶,瓶
85,厨房用品,厨用刀具,磨刀石,块,块
86,豆品蛋类,包点,安井猪肉烧麦,18包/箱,箱
87,豆品蛋类,包点,安井猪肉烧麦,30g*10/包,包
88,调料干货,干货,枸杞,斤,斤
89,水产冻货,冻牛羊,冻牛霖,斤,斤
90,水产冻货,半成品,安井霞迷饺,2.5kg*4/件,件
91,水产冻货,半成品,安井霞迷饺,2.5kg/包,包
92,水产冻货,半成品,小方腿,220g*30个/件,件
93,水产冻货,半成品,小方腿,220g/个,个
94,豆品蛋类,面点,年糕片,斤,斤
95,水产冻货,半成品,安井猪肉三鲜馄饨,16包/箱,箱
96,水产冻货,半成品,安井猪肉三鲜馄饨,500g/包,包
97,厨房用品,洗涤用品,平拖把(90cm),把,把
98,调料干货,调味汁,清沫芝麻油,2.6L桶,桶
99,调料干货,调味酱,芝麻酱（450g）,450g/瓶,瓶
100,新鲜蔬果,叶菜类,青仔,斤,斤
101,厨房用品,日用品,带包装餐巾纸,20斤/包,包
102,水产冻货,半成品,安井霞糕,2.5kg*4/件,件
103,水产冻货,半成品,安井霞糕,2.5kg/包,包
104,水产冻货,半成品,宁波汤圆,1斤/包,包
105,调料干货,干货,蜜枣,斤（湿),斤
106,调料干货,干货,蜜枣,斤,斤
107,调料干货,干货,烤麸干,4斤/袋,袋
108,厨房用品,厨用刀具,透明四格餐盒,150套/箱,箱
109,厨房用品,厨用刀具,透明四格餐盒,150套/箱（均分四格）,箱
110,厨房用品,厨用刀具,透明四格餐盒,150套（大号加厚）/箱,箱
111,厨房用品,厨用刀具,黑底五格菜盒,150套/箱,箱
112,调料干货,干货,白芷,斤,斤
113,肉类,冷鲜猪肉,【冷鲜】带脊背五花肉,肉片/斤,斤
114,肉类,冷鲜猪肉,【冷鲜】带脊背五花肉,斤,斤
115,水产冻货,半成品,金锣火腿肠,70克*50根/箱,箱
116,烧腊类,腊味,咸鸭边腿,16斤/件,件
117,调料干货,香辛料,草果,斤,斤
118,厨房用品,厨用刀具,锅铲头,把,把
119,水产冻货,冻鸡鸭,冻三黄鸡,19斤/件,件
120,厨房用品,洗涤用品,密胺去渍粉,包,包
121,调料干货,调味粉,惠美家食用盐,500g*40/件,件
122,调料干货,调味粉,惠美家食用盐,500g/包,包
123,调料干货,调味粉,五香粉,500g/包,包
124,调料干货,干货,干莲子,斤,斤
125,新鲜蔬果,菌类,鹿茸菇,斤,斤
126,厨房用品,厨用刀具,保鲜膜,35cm 400m/卷,卷
127,厨房用品,厨用刀具,保鲜膜,45cm 400m/卷,卷
128,厨房用品,厨用刀具,保鲜膜,60cm 400m/卷,卷
129,水产冻货,半成品,油渣,斤,斤
130,米油杂粮,面粉类,五得利面粉,10斤/包,包
131,调料干货,调味酱,腐乳,500g/瓶,瓶
132,水产冻货,冻鸡鸭,鸭肉卷,5kg/件,件
133,豆品蛋类,面点,元宵,斤,斤
134,新鲜蔬果,新鲜水果,哈密瓜,斤,斤
135,水产冻货,半成品,安井北海翅鱼条,2.5kg*4/件,件
136,水产冻货,半成品,安井北海翅鱼条,2.5kg/包,包
137,禽类,鲜乳鸽,热鲜乳鸽,约0.4kg/个,个
138,厨房用品,厨用刀具,500透明方形饭盒,300个/箱,箱
139,水产冻货,半成品,安井香菇贡丸,2.5kg*4/件,件
140,水产冻货,半成品,安井香菇贡丸,2.5kg/包,包
141,饮品,饮品,菠萝罐头,460g*12/件,件
142,饮品,饮品,菠萝罐头,460g/瓶,瓶
143,厨房用品,洗涤用品,去污粉,218g*20/件,件
144,厨房用品,洗涤用品,去污粉,218g/包,包
145,水产冻货,半成品,玉米粒（冻）,斤,斤
146,水产冻货,半成品,酒酿,盒,盒
147,水产冻货,半成品,牙签肉,900g*10包/箱,箱
148,水产冻货,半成品,牙签肉,900g/包,包
149,调料干货,调味酱,酸菜鱼佐料,300g/包,包
150,调料干货,调味酱,干锅酱,500克/瓶,瓶
151,豆品蛋类,面点,面疙瘩,斤,斤
152,调料干货,酱腌菜,金玉满堂,约4kg/件,件
153,肉类,猪肉类,鲜肥肠,斤,斤
154,调料干货,调味酱,黄灯笼椒酱,510g*12瓶/件,件
155,调料干货,调味酱,恒星豆瓣酱6kg,约6kg/件,件
156,豆品蛋类,包点,普通水饺,2.5kg/包,包
157,新鲜蔬果,豆类,毛豆米,斤,斤
158,厨房用品,厨用刀具,两分格餐盒（1000ml）,50个/条,条
159,厨房用品,厨用刀具,两分格餐盒（1000ml）,150套/件,件
160,水产冻货,冻鸡鸭,冻鸡肉丁,约10kg/件,箱
161,新鲜蔬果,新鲜水果,水果黄瓜,斤,斤
162,饮品礼品,饮品,蒙牛风味酸牛奶,90g*96杯/箱,箱
163,调料干货,调味酱,海天烹饪黄豆酱6kg,6kg*2/件,件
164,调料干货,调味酱,海天烹饪黄豆酱6kg,桶,桶
165,肉类,冷鲜猪肉,【冷鲜】猪腰,个,个
166,豆品蛋类,豆制品,豆浆粉,750g/包,包
167,调料干货,粉面类,大碗面,约3.5kg/件,件
168,米油杂粮,面粉类,原麦粉,斤,斤
169,调料干货,干货,虾皮,斤,斤
170,厨房用品,厨用刀具,一次性筷子,约75双*20/件,件
171,厨房用品,厨用刀具,一次性筷子,约75双/包,包
172,水产冻货,半成品,冻蚕豆米,斤,斤
173,厨房用品,厨用刀具,一次性方盒（750ml）,50个/条,条
174,厨房用品,厨用刀具,一次性方盒（750ml）,750ML*300套/件,件
175,厨房用品,洗涤用品,棉纱手套,包,包
176,水产冻货,冻猪肉,【冷冻】排骨粒,2.5kg*4/件,件
177,水产冻货,冻猪肉,【冷冻】排骨粒,2.5kg/包,包
178,烧腊类,卤烤熟食,酱鸭,斤,斤
179,烧腊类,卤烤熟食,酱鸭,约2.5斤/只,只
180,水产冻货,海鲜,花甲,斤,斤
181,厨房用品,洗涤用品,一次性手套,100个*10包/捆,捆
182,厨房用品,厨用刀具,刨丝刀,刨丝刀（粗）,把
183,厨房用品,厨用刀具,刨丝刀,刨丝刀（细）,把
184,豆品蛋类,蛋类,去皮鹌鹑蛋,斤,斤
185,肉类,冷鲜猪肉,【冷鲜】杂排块,斤,斤
186,调料干货,调味粉,麻辣鲜,46克*22包/袋,袋
187,调料干货,调味粉,麻辣鲜,46克/包,包
188,肉类,猪肉类,鲜猪腰,个,个
189,水产冻货,冻鸡鸭,鸡上腿,10kg/箱,箱
190,禽类,鲜鸭鹅,鲜鸭胗,斤,斤
191,厨房用品,厨用刀具,280一次性汤杯不带盖,100个/条,条
192,厨房用品,厨用刀具,长锅铲柄（木）,1.2/根,根
193,厨房用品,洗涤用品,防水围裙,条,条
194,烧腊类,腊味,咸五花肉,斤,斤
195,厨房用品,洗涤用品,大号胶手套,双,双
196,调料干货,香辛料,香叶,斤,斤
197,豆品蛋类,面点,新鲜米线,斤,斤
198,新鲜蔬果,豆类,毛豆,斤,斤
199,厨房用品,厨用刀具,一次性450带盖汤碗,450套/箱,箱
200,新鲜蔬果,新鲜水果,香蕉,斤,斤
201,禽类,鲜鸭鹅,鸭肝,斤,斤
202,厨房用品,厨用刀具,食品夹子,（中）/把,把
203,禽类,鲜鸭鹅,鲜仔鹅,斤,斤
204,禽类,鲜鸭鹅,鲜仔鹅,鲜仔鹅块/斤,斤
205,肉类,冷鲜猪肉,【冷鲜】猪板油,斤,斤
206,烧腊类,腊味,腊肉,优/斤,斤
207,烧腊类,腊味,腊肉,普/斤,斤
208,烧腊类,腊味,江门香肠,2.5kg*4/件,件
209,烧腊类,腊味,江门香肠,4.5kg/件,件
210,调料干货,香辛料,桂皮,斤,斤
211,米油杂粮,面粉类,玉米淀粉,25kg/包,包
212,米油杂粮,面粉类,玉米淀粉,斤,斤
213,水产冻货,鲜水产类,鲜活牛蛙(不杀),斤,斤
214,禽类,鲜鸭鹅,【热鲜】老鸭,斤,斤
215,禽类,鲜鸭鹅,【热鲜】老鹅,斤,斤
216,禽类,鲜鸭鹅,【热鲜】老鹅,老鹅块/斤,斤
217,烧腊类,卤烤熟食,盐水鸭,约2.5斤/只,只
218,新鲜蔬果,新鲜水果,玉菇甜瓜,斤(10kg起送),斤
219,新鲜蔬果,新鲜水果,玉菇甜瓜,斤,个
220,新鲜蔬果,菌类,鲜虫草花,斤,斤
221,新鲜蔬果,茄果类,美人椒,斤,斤
222,厨房用品,厨用刀具,蔬果削皮刀,把,把
223,新鲜蔬果,豆类,扁豆,斤,斤
224,水产冻货,冻猪肉,【冷冻】五花肉片,2.5kg*4/件,件
225,水产冻货,冻猪肉,【冷冻】五花肉片,2.5kg/包,包
226,豆品蛋类,蛋类,大皮蛋,斤,斤
227,肉类,牛羊肉类,鲜牛排骨,斤,斤
228,豆品蛋类,面点,手指年糕,斤,斤
229,水产冻货,鲜水产类,鲜活泥鳅,斤,斤
230,米油杂粮,面粉类,五得利六星超精面粉,25kg/包,包
231,新鲜蔬果,豆类,四季豆,斤,斤
232,豆品蛋类,豆制品,驼粉,斤,斤
233,禽类,鲜鸭鹅,【热鲜】飞鸭,斤,斤
234,厨房用品,日用品,垃圾袋（120*140cm）,50个/包,包
235,肉类,牛羊肉类,鲜羊腿,斤,斤
236,调料干货,酱腌菜,酸菜王,2斤*10包/箱,箱
237,调料干货,酱腌菜,酸菜王,包,包
238,新鲜蔬果,新鲜水果,苹果,75#,斤
239,新鲜蔬果,新鲜水果,苹果,80#,斤
240,新鲜蔬果,新鲜水果,苹果,90#,斤
241,肉类,猪肉类,鲜猪肝,切片/斤,斤
242,肉类,猪肉类,鲜猪肝,斤,斤
243,调料干货,调味粉,绵糖,50kg/包,包
244,调料干货,调味粉,绵糖,斤,斤
245,米油杂粮,面粉类,玉米面粉,斤,斤
246,饮品,饮品,营养快线,500g*15瓶/件,件
247,厨房用品,厨用刀具,砍刀,把,把
248,调料干货,香辛料,八角,斤,斤
249,肉类,冷鲜猪肉,【冷鲜】猪心,斤,斤
250,厨房用品,厨用刀具,菜刀,把,把
251,米油杂粮,面粉类,五得利五星特精面粉,斤,斤
252,米油杂粮,面粉类,五得利五星特精面粉,25kg/包,包
253,新鲜蔬果,茄果类,小米辣,斤,斤
254,肉类,冷鲜猪肉,【冷鲜】猪肝,斤,斤
255,厨房用品,洗涤用品,白猫洗洁精,5kg*4/件,件
256,厨房用品,洗涤用品,白猫洗洁精,5kg/瓶,瓶
257,饮品,饮品,脉动,600ml*15瓶/件,件
258,肉类,猪肉类,鲜猪肚,斤,斤
259,禽类,鲜鸭鹅,【热鲜】肉鸭,斤,斤
260,烧腊类,腊味,川味麻辣肠,斤,斤
261,烧腊类,腊味,川味麻辣肠,斤（优）,斤
262,豆品蛋类,面点,大年糕,斤,斤
263,禽类,鲜鸭鹅,【热鲜】麻鸭,斤,斤
264,新鲜蔬果,新鲜水果,油桃,斤（约3个）,斤
265,新鲜蔬果,新鲜水果,油桃,斤（约5个）,斤
266,水产冻货,半成品,黑椒牛仔骨,80G*25片/包,包
267,水产冻货,半成品,黑椒牛仔骨,400克/包 20包/箱,件
268,米油杂粮,米类,元宝牌珍珠米,25kg/包,包
269,肉类,牛羊肉类,热鲜牛外里脊肉（牛扒肉）,斤,斤
270,豆品蛋类,包点,白馒头,个,个
271,新鲜蔬果,菌类,水发青豆,斤,斤
272,调料干货,香辛料,红花椒,斤,斤
273,调料干货,香辛料,青花椒,斤,斤
274,新鲜蔬果,豆类,青豆角（长豆）,斤,斤
275,新鲜蔬果,豆类,青豆角（长豆）,斤（精品）,斤
276,调料干货,调味酱,张氏记蒸鱼青剁椒酱,1.2kg/瓶,瓶
277,调料干货,调味酱,张氏记蒸鱼青剁椒酱,1.15kg*6瓶/件,件
278,调料干货,香辛料,孜然粉,斤,斤
279,调料干货,调味粉,百钻泡打粉,1kg*10/件,件
280,调料干货,调味粉,百钻泡打粉,1kg/包,包
281,新鲜蔬果,新鲜水果,毛桃,斤/约3个,斤
282,新鲜蔬果,新鲜水果,毛桃,斤/约4-5个,斤
283,厨房用品,洗涤用品,嘉劲宝洗涤剂（优）,20kg/桶,桶
284,厨房用品,洗涤用品,嘉劲宝洗涤剂（普）,20kg/桶,桶
285,新鲜蔬果,茄果类,圆椒,斤,斤
286,调料干货,调味酱,红剁椒,2千克*6桶/板,板
287,烧腊类,腊味,咸腿肉,斤,斤
288,调料干货,酱腌菜,红油笋丝,约8斤/袋,袋
289,肉类,牛羊肉类,鲜牛腿肉,斤,斤
290,豆品蛋类,豆制品,维扬干丝,4斤/包,斤
291,肉类,冷鲜猪肉,【冷鲜】蹄髈,斤,斤
292,肉类,冷鲜猪肉,【冷鲜】蹄髈,砍块/斤,斤
293,烧腊类,腊味,腊鸭腿,约10KG/件,件
294,烧腊类,腊味,腊鸭腿,斤,斤
295,调料干货,香辛料,白胡椒粉,斤,斤
296,调料干货,干货,紫菜,斤（普）,斤
297,调料干货,干货,紫菜,10饼/袋,袋
298,调料干货,干货,紫菜,优/斤,斤
299,新鲜蔬果,豆类,带壳蚕豆,斤,斤
300,饮品,饮品,盼盼冰红茶250ml,24盒/箱,箱
301,肉类,牛羊肉类,鲜牛腩,优/斤,斤
302,肉类,牛羊肉类,鲜牛腩,普/斤,斤
303,调料干货,调味粉,淮盐,500g*40包/件,件
304,调料干货,调味粉,淮盐,500g/包,包
305,新鲜蔬果,葱姜蒜,蒜头,斤,斤
306,调料干货,香辛料,狮牌吉士粉,300G/罐,罐
307,新鲜蔬果,根茎类,带叶红萝卜,斤,斤
308,豆品蛋类,蛋类,白壳土鸡蛋,12板/件（净重约40斤）,件
309,豆品蛋类,蛋类,白壳土鸡蛋,30个/板,板
310,新鲜蔬果,新鲜水果,沃柑,斤,斤
311,肉类,冷鲜猪肉,【冷鲜】脚圈块,斤,斤
312,调料干货,粉面类,康师傅劲爽拉面 香辣牛肉味,98g*12桶/件,件
313,新鲜蔬果,菌类,湿海带结（水发海带结）,优/斤,斤
314,米油杂粮,米类,长粒香大米（五常稻香米）,25kg/包,包
315,新鲜蔬果,叶菜类,红薯叶,斤,斤
316,豆品蛋类,面点,鲜细面,斤,斤
317,水产冻货,冻海鲜水产,冻带鱼段,约8kg/件（7-9）,件
318,水产冻货,冻海鲜水产,冻带鱼段,约8kg/件（8-10）,件
319,水产冻货,冻鸡鸭,鸭全翅,约10kg/箱,箱
320,水产冻货,冻鸡鸭,鸭全翅,斤,斤
321,水产冻货,半成品,原味手抓饼,900g*8包/件,箱
322,水产冻货,半成品,原味手抓饼,900g/包,包
323,肉类,猪肉类,鲜猪心,斤,斤
324,禽类,鲜鸭鹅,【冷鲜】光鸭,斤,斤
325,水产冻货,冻海鲜水产,青占鱼（青川鱼）,约10kg/箱（约70条）,箱
326,新鲜蔬果,新鲜水果,脐橙,斤,斤
327,饮品,饮品,王老吉,310ml*24罐/件,件
328,调料干货,粉面类,康师傅劲爽拉面 酸菜牛肉味,109g*12桶/件,件
329,豆品蛋类,包点,香辣粉丝包,800g*10包/件,件
330,豆品蛋类,包点,香辣粉丝包,12个/包,包
331,豆品蛋类,面点,鲜刀削面,斤,斤
332,肉类,牛羊肉类,碎牛肉,斤,斤
333,新鲜蔬果,葱姜蒜,蒜米,斤,斤
334,新鲜蔬果,葱姜蒜,紫苏叶,斤,斤
335,肉类,冷鲜猪肉,【冷鲜】肋排骨（仔排）,斤,斤
336,肉类,冷鲜猪肉,【冷鲜】肋排骨（仔排）,斤(砍块),斤
337,新鲜蔬果,新鲜水果,圣女果,斤,斤
338,新鲜蔬果,根茎类,芦笋,斤,斤
339,豆品蛋类,蛋类,鲜鸡蛋,12板/件（净重约40斤）,件
340,豆品蛋类,蛋类,鲜鸡蛋,12板/件（约43斤）,件
341,豆品蛋类,蛋类,鲜鸡蛋,30个/板,板
342,饮品,饮品,康师傅冰红茶250ml,24盒/箱,箱
343,调料干货,酱腌菜,清水笋丝,6包/箱,箱
344,调料干货,酱腌菜,清水笋丝,5斤/包,包
345,调料干货,干货,黑芝麻,斤,斤
346,禽类,鲜鸭鹅,【冷鲜】光鸭块,斤,斤
347,新鲜蔬果,新鲜水果,柠檬,2个/包,包
348,调料干货,调味粉,小苏打,250g*20/件,件
349,调料干货,调味粉,小苏打,750g/包,包
350,新鲜蔬果,新鲜水果,西瓜甜王,斤（6.5kg起送）,斤
351,米油杂粮,米类,元宝盘锦米,25kg/包,包
352,调料干货,干货,红枣,斤,斤
353,水产冻货,半成品,蒸煎饺,1kg*10/件,件
354,水产冻货,半成品,蒸煎饺,1kg/包,包
355,新鲜蔬果,葱姜蒜,枸杞叶,斤,斤
356,水产冻货,鲜水产类,昂刺鱼,斤/(约4-6条),斤
357,调料干货,粉面类,康师傅劲爽拉面 红烧牛肉味,101g*12桶/件,件
358,新鲜蔬果,葱姜蒜,生姜,斤,斤
359,新鲜蔬果,菌类,湿海带丝（水发海带丝）,斤,斤
360,新鲜蔬果,茄果类,红椒,斤,斤
361,肉类,冷鲜猪肉,【冷鲜】大里脊,斤,斤
362,肉类,冷鲜猪肉,【冷鲜】大里脊,肉片/斤,斤
363,调料干货,调味汁,海天天赐良谷纯芝麻香油,6瓶/件,件
364,调料干货,调味汁,海天天赐良谷纯芝麻香油,400ml/瓶,桶
365,豆品蛋类,包点,香菇青菜包,80g*10个*10包/件,件
366,豆品蛋类,包点,香菇青菜包,80g*10个/包,包
367,烧腊类,腊味,咸鸭腿,9.5KG/件,件
368,烧腊类,腊味,咸鸭腿,斤,斤
369,调料干货,香辛料,辣椒粉,优粗/斤,斤
370,调料干货,香辛料,辣椒粉,优细/斤,斤
371,调料干货,香辛料,辣椒粉,普粗/斤,斤
372,调料干货,香辛料,辣椒粉,普细/斤,斤
373,肉类,冷鲜猪肉,【冷鲜】去颈通排,斤,斤
374,肉类,冷鲜猪肉,【冷鲜】去颈通排,砍块/斤,斤
375,调料干货,调味粉,天目湖味精,2kg/袋,袋
376,新鲜蔬果,葱姜蒜,香葱（小葱）,斤,斤
377,饮品礼品,饮品,尖叫,550ml*15瓶/箱,箱
378,新鲜蔬果,菌类,湿木耳（水发木耳）,斤,斤
379,厨房用品,洗涤用品,男水鞋,41码/双,双
380,厨房用品,洗涤用品,男水鞋,42码/双,双
381,厨房用品,洗涤用品,男水鞋,43码/双,双
382,厨房用品,洗涤用品,男水鞋,44码/双,双
383,禽类,鲜鸡,鲜鸡胗,斤,斤
384,豆品蛋类,面点,土豆粉,350g/包,包
385,饮品,饮品,小怡宝纯净水350ml,350ml*24/件,件
386,调料干货,调味粉,福瑞味精,50斤/包,包
387,厨房用品,洗涤用品,女水鞋,37码/双,双
388,厨房用品,洗涤用品,女水鞋,38码/双,双
389,厨房用品,洗涤用品,女水鞋,39码/双,双
390,厨房用品,洗涤用品,女水鞋,40码/双,双
391,调料干货,香辛料,辣椒节,优/斤,斤
392,调料干货,香辛料,辣椒节,普/斤,斤
393,肉类,冷鲜猪肉,【冷鲜】带颈通排,斤,斤
394,肉类,冷鲜猪肉,【冷鲜】带颈通排,砍块/斤,斤
395,调料干货,调味汁,恒顺香醋1.75L,1.75L*6桶/件,件
396,调料干货,调味汁,恒顺香醋1.75L,1.75L/桶,桶
397,调料干货,酱腌菜,酸豆角（固形物≥30%）,1kg*10包/件,件
398,调料干货,酱腌菜,酸豆角（固形物≥30%）,1kg/包,包
399,米油杂粮,食用油,中粮福掌柜菜籽油20L,20L/桶,桶
400,调料干货,调味汁,恒顺陈醋,1.75L*6桶/件,件
401,调料干货,调味汁,恒顺陈醋,1.75L/桶,桶
402,肉类,猪肉类,猪板油,切块/斤,斤
403,肉类,猪肉类,猪板油,斤,斤
404,厨房用品,洗涤用品,钢丝球,12个/包,包
405,厨房用品,洗涤用品,钢丝球,个,个
406,调料干货,调味粉,脆皮炸鸡裹粉,1kg*10包/件,件
407,调料干货,调味粉,脆皮炸鸡裹粉,1Kg/包,包
408,厨房用品,洗涤用品,锅刷,把,把
409,肉类,冷鲜猪肉,【冷鲜】去颈前排,斤,斤
410,肉类,冷鲜猪肉,【冷鲜】去颈前排,砍块/斤,斤
411,调料干货,调味汁,恒顺陈醋,500ml*12瓶/箱,箱
412,调料干货,调味汁,恒顺陈醋,500ml/瓶,瓶
413,水产冻货,鲜水产类,黑鱼,斤（1斤以上）,斤
414,水产冻货,鲜水产类,黑鱼,斤（3斤以上）,斤
415,禽类,鲜鸡,鲜鸡心,斤,斤
416,新鲜蔬果,豆类,刀豆,斤,斤
417,新鲜蔬果,豆类,刀豆,斤（精品）,斤
418,水产冻货,半成品,雪花鸡柳,9kg/件,件
419,水产冻货,半成品,雪花鸡柳,0.9kg/包,包
420,新鲜蔬果,菌类,水发笋片,斤,斤
421,水产冻货,海鲜,冰鲜鲈鱼,斤,斤
422,肉类,冷鲜猪肉,【冷鲜】带颈前排,斤,斤
423,肉类,冷鲜猪肉,【冷鲜】带颈前排,砍块/斤,斤
424,饮品礼品,饮品,特仑苏纯牛奶,250毫升*12盒,提
425,豆品蛋类,面点,馄饨皮,大馄饨皮,斤
426,豆品蛋类,面点,馄饨皮,小馄饨皮,斤
427,禽类,鲜鸡,鲜鸡肝,斤,斤
428,豆品蛋类,豆制品,豆渣饼,斤,斤
429,调料干货,调味汁,恒顺白醋1.75L,1.75L*6桶/件,件
430,调料干货,调味汁,恒顺白醋1.75L,1.75L/桶,桶
431,调料干货,调味汁,恒顺白醋,500ml*12瓶/件,件
432,调料干货,调味汁,恒顺白醋,500ml/瓶,瓶
433,调料干货,调味粉,莲花味精,1kg*10/件,件
434,调料干货,调味粉,莲花味精,1kg/包,包
435,新鲜蔬果,叶菜类,白杆空心菜,精品/斤,斤
436,新鲜蔬果,叶菜类,白杆空心菜,斤,斤
437,豆品蛋类,面点,饺子皮,斤,斤
438,米油杂粮,食用油,金龙鱼菜籽油,5L/桶,桶
439,水产冻货,冻鸡鸭,冻鸭翅根,约8.8kg/件,件
440,水产冻货,冻鸡鸭,冻鸭翅根,约10kg/件,件
441,水产冻货,冻鸡鸭,冻鸭翅根,约4-5个/斤,斤
442,肉类,冷鲜猪肉,【冷鲜】龙骨,斤,斤
443,肉类,冷鲜猪肉,【冷鲜】龙骨,砍块/斤,斤
444,调料干货,干货,梅菜干（梅干菜）,斤,斤
445,新鲜蔬果,菌类,口蘑,斤,斤
446,厨房用品,厨用刀具,捞篱（30cm）,个,个
447,水产冻货,海鲜,鲜虾（基围虾）,斤(中虾),斤
448,水产冻货,海鲜,鲜虾（基围虾）,斤(大虾),斤
449,水产冻货,海鲜,鲜虾（基围虾）,斤(小虾),斤
450,水产冻货,冻猪肉,熟猪头肉,10包/件,件
451,水产冻货,冻猪肉,熟猪头肉,1kg/包,包
452,烧腊类,腊味,红腊鸡腿,3kg/件,件
